Group1_Treatment1,Group2_Treatment2,Group3_Treatment3
2.979150416638424,78.0948152138198,1.6689788302736699
173.85421082633871,1.3691822255381223,143.11409083134325
107.61604850130001,1.2304571253960626,2.7752652553084176
131.38272769033773,21.50421736194766,40.52624618097234
264.00248845248535,36.887822120692405,64.20128021118444
9.551684828809266,80.92969074211211,106.48058472764757
25.229092744694036,63.23821497899504,65.10750858934537
70.99017377406354,32.47282430676397,84.14202537502975
59.53977012106687,17.583013940712387,21.56350295561455
8.355644239675343,321.83408189113385,87.69563760609202
84.59565014931576,30.54929845605188,4.342335387424458
12.708533362029314,33.01991266334986,117.10661657683124
12.668387698482153,9.827223585000564,41.24492750970433
38.49864921454185,87.10991853505196,88.39467570260697
44.93972620934595,65.07227309201156,31.307170540622412
43.38529227647337,13.719669119924678,53.645228089444615
4.797295148550687,4.728518129630829,38.86468632585602
104.96624056457118,62.75477014054822,68.39236741931988
15.435074883350778,58.45373019327287,4.42805479422572
6.935233048470016,17.55522167705568,3.237001628588784
109.79790492400167,165.723492351181,14.759012192075652
155.78381763766396,9.007035575705798,9.038197298787802
99.07133922374811,31.14229098768764,106.80984896412471
82.90937348668062,158.156263803981,12.867616225388804
53.245625059931,29.934142848145253,193.65334609057285
40.02073907849494,55.966075975155654,21.362802465234324
4.550244837617541,27.87533666550268,10.45392940690035
26.25072499551324,17.62759515367847,81.07908107490607
23.315603931530806,227.35737910224756,55.90084267775897
15.038621173814223,28.957751671498276,35.856345653618554
64.26277899985342,123.48888787664727,42.14591155401227
34.24662419588268,14.371819686613975,66.04618486590624
4.225972361777927,13.181304475837186,13.48671717570875
12.434813059020824,1.739597700255525,291.64882406648064
57.48350637986245,58.00277223817943,191.39327885028493
3.9592420097456156,25.283447979471074,54.63916068689295
95.25993115221024,109.87559323547366,11.573732480382454
34.17435221560392,35.25242130865475,59.28768535431917
32.752756871779546,189.64452876604403,3.8967433353832512
44.87440382940374,11.286669804346111,1.6188700592282128
87.05739564722383,111.63270276014508,15.49489516322262
21.37090669726076,82.43275175708636,32.294875697418824
56.662694896142554,81.05306241395199,105.40503610992371
41.70466705174868,102.46129359480238,67.54295489853023
15.532407280053537,78.72656619320499,70.59197104696474
105.44557177201793,54.12488127329601,28.820666129185522
79.83250668763662,7.738169226017036,22.076523699853094
53.713328469243805,1.818680234249214,24.111653828459445
95.05028592708032,139.50108159978453,228.4913223588582
100.98103191102649,52.734422918692914,2.128658586284291
61.612266045465546,87.57498964124017,104.91743557129841
90.70434253104662,36.1272098148387,44.946290550338446
59.778983218599194,6.862854029570442,30.022152213802297
56.99371458644325,7.3559062013986125,67.17992150942126
48.19682095110941,63.63383482195913,34.67538378715913
69.86101958130321,30.946064595830464,107.47912974592387
8.63470877306395,12.308982119039987,120.10068094025948
106.37731590260766,37.2061807375132,28.480332470409287
102.72516610714678,3.6499677936402817,16.85361116842738
1.4841755771511007,47.971298777872285,46.66205034092728
87.38236881376568,17.233303813685158,126.59690885522714
6.898195370187782,87.8519009517579,12.301166745401277
20.40734912546543,20.43736184491066,50.72191580037793
68.03294015803708,33.40554300574219,51.92085601172826
8.762921736478159,0.6428722328011997,68.68836078659649
85.17837110792861,4.136287226868382,7.335412744538342
89.2295148506112,27.411587339714448,65.42457527460971
35.40976526547985,35.959486682900696,124.65716672704073
0.32031743087075837,50.39881569205524,10.299357160567517
16.916367135592754,18.9659093290952,14.102898767732423
47.97647471818692,65.30612629140522,184.8172060207986
198.6581733987204,108.18431274217062,10.38143884726821
49.95828745445317,83.23978512836639,100.1930679233462
15.041984850505852,2.2233759018736734,35.24668901278455
50.25687639707752,36.01960128261596,14.767842439707264
38.824850338883564,6.096945294525037,106.39231209073215
75.67126150647327,15.242220553159502,30.6455409291177
5.657350864791453,237.44504603761882,37.60795319325814
71.57042403682414,8.455089619518224,23.144677877246007
38.96430095349447,38.00092759149541,46.738709819624084
164.83106388838328,52.95083392287076,9.284979476116831
20.91780449945556,66.6722823171756,25.795687130900625
50.068184867251155,45.11003332209608,181.33221817469948
134.43304877842758,0.5400392461509774,15.526465782048321
5.407649883263731,21.736540979882307,55.60138399488934
138.4126963419384,40.10672014649758,20.452858628224206
58.21929417789845,5.05829044072279,77.21436791677257
3.512382514555415,23.746134009602542,7.293872539727111
17.90262082141199,1.857176513803823,182.0317436300688
61.579549756065624,4.501072928444799,31.447047952566365
3.486296369738066,27.814096944457717,14.001184261881452
43.634086454748186,7.8313678258563755,3.9695615729087277
21.223456575568058,46.10470721549664,9.673972885438884
48.49980952374174,64.32022097371387,38.141913962338236
2.3410619638977423,88.68066455109177,21.371224149868667
102.60564224384564,12.283225584181595,91.80131397435218
181.50971875721706,10.081562432429232,29.311213915650804
173.49178322458755,6.0746849506791625,14.870400322744253
69.2451328480615,55.64812630872717,49.92514366182033
6.968059941690289,67.41872167313797,63.794775561885935
