Variable_X,Variable_Y
54.96714153011233,116.1872926945246
48.61735698828815,115.23371262923999
56.47688538100692,136.05149570461577
65.23029856408026,151.04158737187637
47.658466252766644,116.72687995692647
47.6586304305082,125.20733892848857
65.79212815507391,192.77310890584272
57.67434729152909,146.8045354213003
45.30525614065048,117.12639621246765
55.42560043585965,137.44731235315663
45.365823071875376,84.63298945020281
45.34270246429743,112.95904802900532
52.41962271566034,131.95250993826625
30.86719755342202,114.11662557083434
32.75082167486967,78.99163971545732
44.37712470759027,115.46602190397986
39.87168879665576,99.15854544606074
53.142473325952736,115.32601275058886
40.91975924478789,119.44174032969502
35.87696298664709,100.97140295691932
64.65648768921554,173.50669842868453
47.74223699513465,105.71478066591553
50.67528204687924,147.73011978123958
35.75251813786544,68.35352940277937
44.556172754748175,120.19328829387449
51.10922589709866,160.62989912989633
38.490064225776976,81.36711568748211
53.75698018345672,125.89798451460022
43.99361310081195,111.47880322834449
47.083062502067236,110.1555214434251
43.98293387770603,86.6973832282731
68.52278184508938,172.33539923481388
49.86502775262066,108.7280136756601
39.422890710440996,105.66111323563021
58.225449121031886,131.77225928907268
37.791563500289776,117.72792482598754
52.08863595004755,118.47279049007534
30.403298761202244,71.17732415992047
36.71813951101569,103.99810703808427
51.96861235869123,111.45856615021876
57.38466579995411,146.8735635189472
51.7136828118997,148.8913483439857
48.843517176117594,97.99654442187557
46.98896304410711,120.24191548825233
35.214780096325725,91.93519215454067
42.801557916052914,118.73123786679193
45.393612290402125,94.92977006283408
60.57122226218915,131.62120645920874
53.43618289568462,141.419580723465
32.36959844637266,85.37876621442945
53.24083969394795,136.859491990058
46.149177195836835,120.56966613204672
43.23077999694041,97.87657916867367
56.11676288840868,143.77571267843675
60.30999522495951,155.17107516187897
59.31280119116199,137.56673170750946
41.607824767773614,132.00617958660538
46.907876241487855,124.37718441739645
53.31263431403564,115.41203332704939
59.75545127122359,159.23693230756643
45.2082576215471,98.40041900045792
48.14341023336183,132.16479463954136
38.93665025993972,114.72055933496036
38.037933759193294,82.78459962270757
58.125258223941984,159.76378749851978
63.56240028570823,165.09771461831804
49.27989878419666,135.530649360409
60.03532897892024,178.54021718710982
53.61636025047634,130.3600788861478
43.54880245394876,97.56596366950956
53.61395605508414,120.69217369332749
65.38036566465969,151.21375988716764
49.64173960890049,122.94782338103965
65.64643655814007,169.23337101759984
23.802548959102555,63.65673438770667
58.21902504375224,157.95531134492097
50.870470682381715,127.37120508412289
47.009926495341325,139.32782739571306
50.91760776535502,123.32416691481822
30.124310853991073,116.11331463382197
47.80328112162488,128.89321302053727
53.57112571511746,121.0704509415494
64.77894044741517,145.88396364762121
44.81729781726352,119.28033077180659
41.91506397106812,101.43571814778254
44.982429564154636,123.16608132176798
59.15402117702074,154.98361731115503
53.287511096596845,132.12634405163902
44.70239796232961,99.05408913479795
55.13267433113356,115.10897745754593
50.9707754934804,120.72921445269569
59.68644990532889,162.0621066781743
42.979469061226474,110.66007881501925
46.723378534022316,98.12236465437597
46.078918468678424,117.79501005946378
35.364850518678814,94.19188699262959
52.96120277064576,119.14514538359741
52.610552721798896,133.83225839368018
50.05113456642461,126.00096719275152
47.65412866624853,101.99076719816199
